,Bedrooms,Bathrooms,Area,Price,Locality
1045,2,1,1000,7500,"Kukatpally,NH"
1046,2,2,2100,27000,"Gachibowli,OuterRingRoad"
1047,2,2,1000,11000,MotiNagar
1048,2,2,1100,18000,Puppalaguda
1049,2,2,1035,13500,"PragathiNagar,Kukatpally"
1050,1,1,1477,14000,
1051,2,1,1300,13000,"Manikonda,OuterRingRoad"
1052,3,2,2800,41000,"BanjaraHills,NH"
1053,3,2,940,11000,JanapriyaUtopia
1054,3,2,1690,15000,"Chandanagar,NH"
1055,2,1,900,16000,"Ameerpet,NH"
1056,3,3,1500,15000,SuchitraCircle
1057,2,1,1300,16000,"BanjaraHills,NH"
1058,2,1,750,15000,MasabTank
1059,3,3,1570,35000,"VenkataSaiResidency,Kondapur"
1060,2,1,1000,8500,"DilsukhNagar,NH"
1061,3,2,1700,27000,Madhapur
1062,1,2,1477,10000,MotiNagarRWA
1063,3,1,1400,18000,"BanjaraHills,NH"
1064,2,2,1000,15000,HumayunNagar
1065,1,3,1477,11000,
1066,3,1,1800,20000,ToliChowki
1067,3,1,2000,20000,Puppalaguda
1068,2,2,1100,20000,"Manikonda,OuterRingRoad"
1069,3,1,1200,9250,Bowenpally
1070,2,2,1200,14000,"JayaNagar,Kukatpally,NH"
1071,2,1,1100,10000,SivajiNagar-Chandanagar
1072,3,3,1265,16000,"ArmsburgMySpace,Kompally"
1073,2,1,1350,12000,"SunCity,Bandlaguda,ChevellaRoad"
1074,2,2,1100,14000,"Kukatpally,NH"
1075,3,2,2000,18000,"Manikonda,OuterRingRoad"
1076,3,1,1650,16000,"Manikonda,OuterRingRoad"
1077,2,1,1430,7500,"Hydershakote,Bandlaguda,ChevellaRoad"
1078,2,2,1280,13500,BandariLayout
1079,1,1,1477,8000,
1080,3,1,1200,16000,Amberpet
1081,2,1,850,13000,"KukatpallyHousingBoardColony,NH"
1082,2,2,1400,22000,Kondapur
1083,1,2,1477,10000,Narsingi
1084,2,1,1150,14500,HumayunNagar
1085,2,1,900,20000,MotiNagar
1086,3,1,1400,22000,"AmruthaAvenue,Manikonda,OuterRingRoad"
1087,2,2,980,15500,Narayanguda
1088,2,1,850,12000,MotiNagar
1089,2,1,915,9000,Neredmet
1090,3,2,2600,30000,Kondapur
1091,2,1,1200,23000,"Domalguda,HimayathNagar,NH"
1092,2,2,1200,8000,"Bachupally,OuterRingRoad"
1093,2,4,1150,14000,"Kachiguda,NH"
1094,2,1,1000,11000,"LBNagar,NH"
1095,3,1,1855,35000,HitechCity
1096,1,2,1477,5000,Hyderaguda-Attapur
1097,2,1,1477,10000,Hasmathpet
1098,2,1,1477,12000,"Miyapur,NH"
1099,2,2,1314,28000,"Gachibowli,OuterRingRoad"
1100,1,2,1477,10000,"Hafeezpet,NH"
1101,2,2,980,15000,"Madinaguda,Hafeezpet,NH"
1102,3,2,1700,20000,Shaikpet
1103,2,1,1275,18000,"KukatpallyHousingBoardColony,NH"
1104,1,1,1477,12500,INCORBonsaiHomes
1105,1,2,1477,6000,Begumpet
1106,2,2,1050,9000,"SriSaiVarshithResidency,Beeramguda,RamachandraPuram,NH"
1107,2,4,1750,22000,Qcity
1108,2,1,970,15000,KPHBRoad
1109,2,1,1250,20000,Kondapur
1110,2,1,1477,12000,GulistanApartments
1111,3,1,1300,13000,"SalarJungColony,ToliChowki"
1112,2,2,1260,16000,Tarnaka
1113,2,2,1080,13000,BandamKommu
1114,2,1,1150,15000,"ParkStone,Attapur"
1115,2,2,1314,25000,"Narsingi,OuterRingRoad"
1116,2,1,1000,16500,"Somajiguda,NH"
1117,2,2,925,5000,"SaiDarshan,HMTnagar,Secunderabad"
1118,3,1,1690,41000,"MyHomeVihanga,Gachibowli,OuterRingRoad"
1119,3,2,1035,20000,"JainsAmrutha,VengalRaoNagar,NH"
1120,2,2,1200,10000,"SBCPristinePlace,Gajularamaram"
1121,2,2,1200,10000,UppalMetro
1122,1,1,1477,11000,"Yousufguda,NH"
1123,2,1,1314,30000,"Gachibowli,OuterRingRoad"
1124,3,2,1380,35000,"JainsCarltonCreek,Gachibowli,OuterRingRoad"
1125,2,1,1125,21000,"RamkyOneMarvel,Kukatpally,NH"
1126,3,2,1580,45000,"GreenTerraces,Whitefields"
1127,1,1,1477,13000,ChhotaAnjaiahNagar
1128,1,1,1477,7500,BharatNagar
1129,1,1,1477,13000,ChhotaAnjaiahNagar
1130,3,1,1580,30000,"RainbowVistasRockGardens,HitechCity"
1131,1,1,1477,11000,"KukatpallyHousingBoardColony,NH"
1132,3,2,1800,35000,"AdiEmerald,Kondapur"
1133,3,2,1756,26000,"TulipResidency,Kondapur"
1134,2,1,1000,11000,VasaviNagar-Karkhana
1135,3,2,1500,20000,Tarnaka
1136,2,2,1050,15000,"PragathiNagar,Kukatpally"
1137,3,2,1700,24000,"SrinagarColony,OldMalakpet,NH"
1138,2,1,880,15000,"HappyHomesColony,HyderabadExpressway"
1139,2,1,1325,18000,SuchitraCircle
1140,3,2,2500,25000,"SrinagarColony,OldMalakpet,NH"
1141,3,2,1250,23000,"AshokNagar,HimayathNagar"
1142,3,2,1800,32000,"AdityaDSRLakeSide,MadhavaReddyColony,Gachibowli"
1143,1,2,1477,8000,"Beeramguda,RamachandraPuram,NH"
1144,3,2,1477,8000,TelecomNagar
1145,1,1,1477,6000,ALEAP
1146,1,2,1477,11000,Kondapur
1147,2,2,1200,14000,Attapur
1148,1,1,1477,14000,Kondapur
1149,1,1,1477,5000,"Uppal,NH"
1150,2,2,900,16000,NewAllapur
1151,2,2,1200,15000,"Punjagutta,NH"
1152,2,1,850,26000,"MantriCelestia,Gachibowli,OuterRingRoad"
1153,2,2,1100,14000,"Chandanagar,NH"
1154,2,1,1000,12000,JubileeHills
1155,3,2,1450,35000,"AdityaSunshine,HitechCity"
1156,3,2,1600,21000,"LakshmiRoyalCastle,Nallagandla,Serilingampally"
1157,2,1,1025,27000,"MantriCelestia,Gachibowli,OuterRingRoad"
1158,2,1,880,15000,"HappyHomesColony,HyderabadExpressway"
1159,2,1,1400,12000,"SunCity,Bandlaguda,ChevellaRoad"
1160,2,3,1000,10000,"SwathiPoojaHomes,DilsukhNagar,NH"
1161,3,1,1250,22000,"JanapriyaMetropolis,MotiNagar"
1162,3,2,1868,30000,"InduFortuneFieldsapartments,HitechCity"
1163,2,1,1200,20000,"Lingampally-Serilingampally,NH"
1164,3,3,1480,34000,"VertexPanache,Gachibowli,OuterRingRoad"
1165,1,1,1477,10500,"Lingampally-Serilingampally,NH"
1166,2,1,900,15000,KPHBRoad
1167,1,1,1477,10000,"Miyapur,NH"
1168,3,1,1515,14000,"PragathiNagar,Kukatpally"
1169,3,2,1500,16000,"Habsiguda,NH"
1170,2,2,1100,12000,"UmasAadyaandArhaMensions,Kukatpally,NH"
